Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,0.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,12.5,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,25.0,CCK-8,HEK293T,Kidney,Human,Normal,Non-Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,50.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,100.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,157.4,25.5,26.069,-3.608,-3.89,-7.2,5.67,48.0,200.0,CCK-8,HEK293T,Kidney,Human,Normal,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,0.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,1.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,2.5,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,5.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,10.0,MTT,Caco-2,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,25.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,50.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,100.0,MTT,Caco-2,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,50.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,3.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,6.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,24.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,48.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,50.0,198.0,-8.1,23.2,-3.608,-3.89,-7.2,5.67,72.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,50.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,3.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,6.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,24.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,48.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,0.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,1.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,2.5,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,5.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,10.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,25.0,MTT,LT97,Colon,Human,Cancer,Non-Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,50.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,100.0,256.0,-6.7,13.3,-3.608,-3.89,-7.2,5.67,72.0,100.0,MTT,LT97,Colon,Human,Cancer,Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,0.0,MTT,NCI-H460,Lung,Human,Cancer,Non-Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,10.0,MTT,NCI-H460,Lung,Human,Cancer,Non-Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,20.0,MTT,NCI-H460,Lung,Human,Cancer,Non-Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,30.0,MTT,NCI-H460,Lung,Human,Cancer,Non-Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,40.0,MTT,NCI-H460,Lung,Human,Cancer,Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,50.0,MTT,NCI-H460,Lung,Human,Cancer,Toxic
ZnO,20.28,131.0,-20.5,52.7376093,-3.608,-3.89,-7.2,5.67,24.0,60.0,MTT,NCI-H460,Lung,Human,Cancer,Toxic
ZnO,26.0,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,24.0,1200.0,MTT,HepG2,Lung,Human,Cancer,Toxic
ZnO,26.0,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,24.0,600.0,MTT,HepG2,Lung,Human,Cancer,Toxic
ZnO,26.0,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,24.0,300.0,MTT,HepG2,Lung,Human,Cancer,Toxic
ZnO,26.0,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,24.0,150.0,MTT,HepG2,Lung,Human,Cancer,Toxic
ZnO,26.0,205.9,13.8,41.13533525,-3.608,-3.89,-7.2,5.67,24.0,75.0,MTT,HepG2,Lung,Human,Cancer,Toxic
