Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,20.0,PI staining,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,40.0,PI staining,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,60.0,PI staining,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,80.0,PI staining,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,100.0,PI staining,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,0.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,20.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,40.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,60.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,80.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Co3O4,16.54,162.31,-12.52,59.37102338,-9.38,-4.59,-7.02,5.93,24.0,100.0,MTT,V79,Lung,Hamster,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,0.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,0.1,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,1.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,5.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,10.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,20.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,12.0,50.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,0.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,0.1,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,1.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,5.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,10.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,20.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Y2O3,60.0,2414.0,-6.1,19.88071571,-19.748,-2.35,-8.2,5.41,24.0,50.0,TTC,BY-2,Plant cell,Plant,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,24.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Al2O3,39.7,267.0,36.3,64.7,-17.345,-1.51,-9.81,5.67,12.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,10.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,20.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,50.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,24.0,100.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,20.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,50.0,MTT,HCMEC,Blood,Human,Normal,Toxic
CuO,46.3,239.0,42.8,24.1,-1.609,-5.17,-6.51,5.87,12.0,100.0,MTT,HCMEC,Blood,Human,Normal,Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,24.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe2O3,42.5,957.0,-8.2,82.8,-8.512,-4.99,-6.99,5.98,12.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,24.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,0.001,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,0.01,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,0.1,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,1.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,5.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,10.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,20.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,50.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,46.8,1025.0,1.7,147.4,-11.59,-5.0,-6.85,5.78,12.0,100.0,MTT,HCMEC,Blood,Human,Normal,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,6.25,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,12.5,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,25.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CellTiter-Glo,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CellTiter-Glo,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,6.25,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,12.5,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,25.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,6.25,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,12.5,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,25.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,0.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,1.56,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,3.13,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,6.25,RTCA,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,12.5,RTCA,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,25.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,50.0,RTCA,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,72.0,100.0,RTCA,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,0.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,1.56,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,3.13,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,6.25,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,12.5,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,25.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,50.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,48.0,100.0,RTCA,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,1.56,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,3.13,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,6.25,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,12.5,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,25.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,RTCA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.05,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.5,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,5.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,500.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.05,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.5,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,5.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,500.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.05,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.5,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,5.0,CellTiter-Glo,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CellTiter-Glo,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,500.0,CellTiter-Glo,A549,Lung,Human,Cancer,Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.05,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.5,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,5.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,500.0,CCK-8,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.05,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,0.5,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,50.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,12.0,20.0,-3.0,100.0,-11.59,-5.0,-6.85,5.78,24.0,500.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
SiO2,33.5,120.0,-47.6,576.23,-9.41,-2.02,-11.12,6.19,24.0,0.01,MTT,MeT-5A,Mesothelium,Human,Normal,Non-Toxic
SiO2,33.5,120.0,-47.6,576.23,-9.41,-2.02,-11.12,6.19,24.0,0.1,MTT,MeT-5A,Mesothelium,Human,Normal,Non-Toxic
SiO2,33.5,120.0,-47.6,576.23,-9.41,-2.02,-11.12,6.19,24.0,1.0,MTT,MeT-5A,Mesothelium,Human,Normal,Non-Toxic
SiO2,33.5,120.0,-47.6,576.23,-9.41,-2.02,-11.12,6.19,24.0,10.0,MTT,MeT-5A,Mesothelium,Human,Normal,Non-Toxic
